name|campaign_id|name|sites|subject
Ten|2748377|Ten||Reservation requested: {{Restaurant_name}}
Ten Explore|2748377|Ten Explore||Reservation requested: {{Restaurant_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Reservation requested: {{Restaurant_name}}
Visa CEMEA|2748377|Visa CEMEA||Reservation requested: {{Restaurant_name}}
Visa LAC|2748377|Visa LAC||Reservation requested: {{Restaurant_name}}
Visa Trial|2748377|Visa Trial||Reservation requested: {{Restaurant_name}}
Visa US|2748377|Visa US||Reservation requested: {{Restaurant_name}}
Wells Fargo|2748377|Wells Fargo||Reservation requested: {{Restaurant_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Reservation requested: {{Restaurant_name}}
Westpac|2748377|Westpac||Reservation requested: {{Restaurant_name}}
ABSA|2748377|ABSA||Your ticket request: {{Event_name}}
Alphacard|2748377|Alphacard||Your ticket request: {{Event_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Your ticket request: {{Event_name}}
BAC|2748377|BAC||Your ticket request: {{Event_name}}
Banco Pichincha|2748377|Banco Pichincha||Your ticket request: {{Event_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your ticket request: {{Event_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Your ticket request: {{Event_name}}
Barclaycard|2748377|Barclaycard||Your ticket request: {{Event_name}}
Barclays|2748377|Barclays||Your ticket request: {{Event_name}}
BCG|2748377|BCG||Your ticket request: {{Event_name}}
City National Bank|2748377|City National Bank||Your ticket request: {{Event_name}}
Coutts|2748377|Coutts||Request Ticket Booking
Credit One|2748377|Credit One||Your ticket request: {{Event_name}}
Credit Saison|2748377|Credit Saison||Your ticket request: {{Event_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your ticket request: {{Event_name}}
DBS AMEX|2748377|DBS AMEX||Your ticket request: {{Event_name}}
Dillards|2748377|Dillards||Your ticket request: {{Event_name}}
Discover|2748377|Discover||Your ticket request: {{Event_name}}
DNB|2748377|DNB||Your ticket request: {{Event_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Your ticket request: {{Event_name}}
Ginza Six Card|2748377|Ginza Six Card||Your ticket request: {{Event_name}}
HSBC|2748377|HSBC||Your ticket request: {{Event_name}}
HSBC Infinite|2748377|HSBC Infinite||Your ticket request: {{Event_name}}
Luxury Card|2748377|Luxury Card||Your ticket request: {{Event_name}}
Manulife|2748377|Manulife||Your ticket request: {{Event_name}}
Mastercard|2748377|Mastercard||Your ticket request: {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||Your ticket request: {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||Your ticket request: {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||Your ticket request: {{Event_name}}
MTLS Itau|2748377|MTLS Itau||Your ticket request: {{Event_name}}
MTLS NEO|2748377|MTLS NEO||Your ticket request: {{Event_name}}
MTLS SNB|2748377|MTLS SNB||Your ticket request: {{Event_name}}
Natwest Black|2748377|Natwest Black||Your ticket request: {{Event_name}}
Navy Federal Union|2748377|Navy Federal Union||Your ticket request: {{Event_name}}
Nomura|2748377|Nomura||Your ticket request: {{Event_name}}
OCBC|2748377|OCBC|249|Request Ticket Booking
OCBC|2748377|OCBC|274, 273|Your ticket request: {{Event_name}}
Qorbis|2748377|Qorbis||Your ticket request: {{Event_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your ticket request: {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your ticket request: {{Event_name}}
Santander Private Banking|2748377|Santander Private Banking||Your ticket request: {{Event_name}}
Scotia|2748377|Scotia||Your ticket request: {{Event_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|425, 423|Your ticket request: {{Event_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Your ticket request: {{Event_name}}
SJP|2748377|SJP||Your ticket request: {{Event_name}}
SMCC|2748377|SMCC||Your ticket request: {{Event_name}}
SPW|2748377|SPW||Your ticket request: {{Event_name}}
Standard Chartered|2748377|Standard Chartered||Your ticket request: {{Event_name}}
St George [WP]|2748377|St George [WP]||Your ticket request: {{Event_name}}
Swisscard|2748377|Swisscard||Your ticket request: {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion||Your ticket request: {{Event_name}}
Ten|2748377|Ten||Your ticket request: {{Event_name}}
Ten Explore|2748377|Ten Explore||Your ticket request: {{Event_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Your ticket request: {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||Your ticket request: {{Event_name}}
Visa LAC|2748377|Visa LAC||Your ticket request: {{Event_name}}
Visa Trial|2748377|Visa Trial||Your ticket request: {{Event_name}}
Visa US|2748377|Visa US||Your ticket request: {{Event_name}}
Wells Fargo|2748377|Wells Fargo||Your ticket request: {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your ticket request: {{Event_name}}
Westpac|2748377|Westpac||Your ticket request: {{Event_name}}
ABSA|2748377|ABSA||Forgotten password
Alphacard|2748377|Alphacard||Forgotten password
Alphacard Centurion|2748377|Alphacard Centurion||Forgotten password
BAC|2748377|BAC||Forgotten password
Banco Pichincha|2748377|Banco Pichincha||Forgotten password
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Forgotten password
Bank SA [WP]|2748377|Bank SA [WP]||Forgotten password
Barclaycard|2748377|Barclaycard||You've reset your password
Barclays|2748377|Barclays||You've reset your password
BCG|2748377|BCG||Forgotten password
City National Bank|2748377|City National Bank||Forgotten password
Coutts|2748377|Coutts||Forgotten password
Credit One|2748377|Credit One||Forgotten password
Credit Saison|2748377|Credit Saison||Reset your password
Credit Saison Diamond|2748377|Credit Saison Diamond||Reset your password
Credit Saison Premium|2748377|Credit Saison Premium||Reset your password
DBS AMEX|2748377|DBS AMEX||Forgotten password
Dillards|2748377|Dillards||Forgotten password
Discover|2748377|Discover||Forgotten password
DNB|2748377|DNB||Reset password
Europe Arab Bank|2748377|Europe Arab Bank||Reset your password
Ginza Six Card|2748377|Ginza Six Card||Forgotten password
HSBC|2748377|HSBC||Reset your password
HSBC Infinite|2748377|HSBC Infinite||Forgotten password
Luxury Card|2748377|Luxury Card||Reset your password
Manulife|2748377|Manulife||Reset your password
Mastercard|2748377|Mastercard||Reset your password
Mastercard Citi|2748377|Mastercard Citi||Forgotten password
Mastercard RAK|2748377|Mastercard RAK||Forgotten password
Morgan Stanley|2748377|Morgan Stanley||Forgotten password
MTLS Itau|2748377|MTLS Itau||Forgotten password
MTLS NEO|2748377|MTLS NEO||Reset your password
MTLS SNB|2748377|MTLS SNB||Reset your password
Navy Federal Union|2748377|Navy Federal Union||Forgotten password
Nomura|2748377|Nomura||Reset your password
OCBC|2748377|OCBC|249|Forgotten password
OCBC|2748377|OCBC|273, 274|Reset your password
Qorbis|2748377|Qorbis||Forgotten password
Royal Bank of Canada|2748377|Royal Bank of Canada||Reset your password
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Reset your password
Santander Private Banking|2748377|Santander Private Banking||Reset your password
Scotia|2748377|Scotia||Reset your password
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|423, 425|Reset your password
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|422, 421|Reset your password
SJP|2748377|SJP||Forgotten password
SMCC|2748377|SMCC||Reset your password
SPW|2748377|SPW||Forgotten password
Standard Chartered|2748377|Standard Chartered||Reset your password
St George [WP]|2748377|St George [WP]||Forgotten password
Swisscard|2748377|Swisscard||Reset your password
Swisscard Centurion|2748377|Swisscard Centurion||Reset your password
Ten|2748377|Ten||Forgotten password
Ten Explore|2748377|Ten Explore||Reset your password
The Bank of East Asia|2748377|The Bank of East Asia||Forgotten password
Visa CEMEA|2748377|Visa CEMEA||Reset your password
Visa LAC|2748377|Visa LAC||Forgotten password
Visa Trial|2748377|Visa Trial||Forgotten password
Visa US|2748377|Visa US||Reset your password
Wells Fargo|2748377|Wells Fargo||Forgotten password
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Forgotten password
Westpac|2748377|Westpac||Forgotten password
Alphacard|2748377|Alphacard||AX Plat T&L
Alphacard Centurion|2748377|Alphacard Centurion||AX Plat T&L
Swisscard|2748377|Swisscard|317, 316, 315|AX Plat T&L
Swisscard Centurion|2748377|Swisscard Centurion|338|Centurion
ABSA|2748377|ABSA||Restaurant Booking Confirmation: {{Restaurant_name}}
Alphacard|2748377|Alphacard||Restaurant Booking Confirmation: {{Restaurant_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Restaurant Booking Confirmation: {{Restaurant_name}}
BAC|2748377|BAC||Restaurant Booking Confirmation: {{Restaurant_name}}
Banco Pichincha|2748377|Banco Pichincha||Restaurant Booking Confirmation: {{Restaurant_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Restaurant Booking Confirmation: {{Restaurant_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Restaurant Booking Confirmation: {{Restaurant_name}}
Barclaycard|2748377|Barclaycard||Restaurant Booking Confirmation: {{Restaurant_name}}
Barclays|2748377|Barclays||Restaurant Booking Confirmation: {{Restaurant_name}}
BCG|2748377|BCG||Restaurant Booking Confirmation: {{Restaurant_name}}
City National Bank|2748377|City National Bank||Restaurant Booking Confirmation: {{Restaurant_name}}
Coutts|2748377|Coutts||Restaurant Booking Confirmation: {{Restaurant_name}}
Credit One|2748377|Credit One||Restaurant Booking Confirmation: {{Restaurant_name}}
Credit Saison|2748377|Credit Saison||Restaurant Booking Confirmation: {{Restaurant_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Restaurant Booking Confirmation: {{Restaurant_name}}
DBS AMEX|2748377|DBS AMEX||Restaurant Booking Confirmation: {{Restaurant_name}}
Dillards|2748377|Dillards||Restaurant Booking Confirmation: {{Restaurant_name}}
Discover|2748377|Discover||Restaurant Booking Confirmation: {{Restaurant_name}}
DNB|2748377|DNB||Restaurant Booking Confirmation: {{Restaurant_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Restaurant Booking Confirmation: {{Restaurant_name}}
Ginza Six Card|2748377|Ginza Six Card||Restaurant Booking Confirmation: {{Restaurant_name}}
HSBC|2748377|HSBC||Restaurant Booking Confirmation: {{Restaurant_name}}
HSBC Infinite|2748377|HSBC Infinite||Restaurant Booking Confirmation: {{Restaurant_name}}
Luxury Card|2748377|Luxury Card||Restaurant Booking Confirmation: {{Restaurant_name}}
Manulife|2748377|Manulife||Restaurant Booking Confirmation: {{Restaurant_name}}
Mastercard|2748377|Mastercard||Restaurant Booking Confirmation: {{Restaurant_name}}
Mastercard Citi|2748377|Mastercard Citi||Restaurant Booking Confirmation: {{Restaurant_name}}
Mastercard RAK|2748377|Mastercard RAK||Restaurant Booking Confirmation: {{Restaurant_name}}
Morgan Stanley|2748377|Morgan Stanley||Restaurant Booking Confirmation: {{Restaurant_name}}
MTLS Itau|2748377|MTLS Itau||Restaurant Booking Confirmation: {{Restaurant_name}}
MTLS NEO|2748377|MTLS NEO||Restaurant Booking Confirmation: {{Restaurant_name}}
MTLS SNB|2748377|MTLS SNB||Restaurant Booking Confirmation: {{Restaurant_name}}
Natwest Black|2748377|Natwest Black||Restaurant Booking Confirmation: {{Restaurant_name}}
Navy Federal Union|2748377|Navy Federal Union||Restaurant Booking Confirmation: {{Restaurant_name}}
Nomura|2748377|Nomura||Restaurant Booking Confirmation: {{Restaurant_name}}
OCBC|2748377|OCBC||Restaurant Booking Confirmation: {{Restaurant_name}}
Qorbis|2748377|Qorbis||Restaurant Booking Confirmation: {{Restaurant_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Restaurant Booking Confirmation: {{Restaurant_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Restaurant Booking Confirmation: {{Restaurant_name}}
Santander Private Banking|2748377|Santander Private Banking||Restaurant Booking Confirmation: {{Restaurant_name}}
Scotia|2748377|Scotia||Restaurant Booking Confirmation: {{Restaurant_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|423, 425|Restaurant Booking Confirmation: {{Restaurant_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|422, 421|Restaurant Booking Confirmation: {{Restaurant_name}}
SJP|2748377|SJP||Restaurant Booking Confirmation: {{Restaurant_name}}
SMCC|2748377|SMCC||Restaurant Booking Confirmation: {{Restaurant_name}}
SPW|2748377|SPW||Restaurant Booking Confirmation: {{Restaurant_name}}
Standard Chartered|2748377|Standard Chartered||Restaurant Booking Confirmation: {{Restaurant_name}}
St George [WP]|2748377|St George [WP]||Restaurant Booking Confirmation: {{Restaurant_name}}
Swisscard|2748377|Swisscard||Restaurant Booking Confirmation: {{Restaurant_name}}
Ten|2748377|Ten||Restaurant Booking Confirmation: {{Restaurant_name}}
Ten Explore|2748377|Ten Explore||Restaurant Booking Confirmation: {{Restaurant_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Restaurant Booking Confirmation: {{Restaurant_name}}
Visa CEMEA|2748377|Visa CEMEA||Restaurant Booking Confirmation: {{Restaurant_name}}
Visa LAC|2748377|Visa LAC||Restaurant Booking Confirmation: {{Restaurant_name}}
Visa Trial|2748377|Visa Trial||Restaurant Booking Confirmation: {{Restaurant_name}}
Visa US|2748377|Visa US||Restaurant Booking Confirmation: {{Restaurant_name}}
Wells Fargo|2748377|Wells Fargo||Restaurant Booking Confirmation: {{Restaurant_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Restaurant Booking Confirmation: {{Restaurant_name}}
Westpac|2748377|Westpac||Restaurant Booking Confirmation: {{Restaurant_name}}
ABSA|2748377|ABSA||Your online registration
Alphacard|2748377|Alphacard||Your online registration
Alphacard Centurion|2748377|Alphacard Centurion||Your online registration
BAC|2748377|BAC||Your online registration
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your online registration
Bank SA [WP]|2748377|Bank SA [WP]||Your online registration
Barclaycard|2748377|Barclaycard||Your online registration
Barclays|2748377|Barclays||Your online registration
BCG|2748377|BCG||Your online registration
City National Bank|2748377|City National Bank||Your online registration
Coutts|2748377|Coutts||Ten MAID Member job request/Member Registration failed to update in Ten MAID - Please manually setup in Ten MAID.
Credit One|2748377|Credit One||Your online registration
Credit Saison|2748377|Credit Saison||Your online registration
Credit Saison Diamond|2748377|Credit Saison Diamond||Your online registration
DBS AMEX|2748377|DBS AMEX||Your online registration
Dillards|2748377|Dillards||Your online registration
Discover|2748377|Discover||Your online registration
DNB|2748377|DNB||Your online registration
Europe Arab Bank|2748377|Europe Arab Bank||Your online registration
Ginza Six Card|2748377|Ginza Six Card||Your online registration
HSBC|2748377|HSBC||Ten MAID Member job request/Member Registration failed to update in Ten MAID - Please manually setup in Ten MAID.
HSBC Infinite|2748377|HSBC Infinite||Your online registration
Luxury Card|2748377|Luxury Card||Your online registration
Manulife|2748377|Manulife||Your online registration
Mastercard|2748377|Mastercard||Your online registration
Mastercard Citi|2748377|Mastercard Citi||Your online registration
Mastercard RAK|2748377|Mastercard RAK||Your online registration
Morgan Stanley|2748377|Morgan Stanley||Your online registration
MTLS Itau|2748377|MTLS Itau||Your online registration
MTLS NEO|2748377|MTLS NEO||Your online registration
MTLS SNB|2748377|MTLS SNB||Your online registration
Natwest Black|2748377|Natwest Black||Your online registration
Navy Federal Union|2748377|Navy Federal Union||Your online registration
Nomura|2748377|Nomura||Your online registration
Qorbis|2748377|Qorbis||Your online registration
Royal Bank of Canada|2748377|Royal Bank of Canada||Ten MAID Member job request/Member Registration failed to update in Ten MAID - Please manually setup in Ten MAID.
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your online registration
Santander Private Banking|2748377|Santander Private Banking||Your online registration
Scotia|2748377|Scotia||Your online registration
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|423, 425|Your online registration
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Your online registration
SJP|2748377|SJP||Your online registration
SMCC|2748377|SMCC||Your online registration
SPW|2748377|SPW||Your online registration
Standard Chartered|2748377|Standard Chartered||Ten MAID Member job request/Member Registration failed to update in Ten MAID - Please manually setup in Ten MAID.
St George [WP]|2748377|St George [WP]||Your online registration
Swisscard|2748377|Swisscard||Your online registration
Swisscard Centurion|2748377|Swisscard Centurion||Your online registration
Ten|2748377|Ten||Your online registration
Ten Explore|2748377|Ten Explore||Your online registration
The Bank of East Asia|2748377|The Bank of East Asia||Your online registration
Visa Trial|2748377|Visa Trial||Your online registration
Visa US|2748377|Visa US||Your online registration
Wells Fargo|2748377|Wells Fargo||Your online registration
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your online registration
Westpac|2748377|Westpac||Your online registration
ABSA|2748377|ABSA||Your booking confirmation: {{Event_name}}
Alphacard|2748377|Alphacard||Your booking confirmation: {{Event_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Your booking confirmation: {{Event_name}}
BAC|2748377|BAC||Your booking confirmation: {{Event_name}}
Banco Pichincha|2748377|Banco Pichincha||Your booking confirmation: {{Event_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your booking confirmation: {{Event_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Your booking confirmation: {{Event_name}}
Barclaycard|2748377|Barclaycard||Your booking confirmation: {{Event_name}}
Barclays|2748377|Barclays||Your booking confirmation: {{Event_name}}
BCG|2748377|BCG||Your booking confirmation: {{Event_name}}
City National Bank|2748377|City National Bank||Your booking confirmation: {{Event_name}}
Coutts|2748377|Coutts||Ticket Booking Confirmation
Credit One|2748377|Credit One||Your booking confirmation: {{Event_name}}
Credit Saison|2748377|Credit Saison||Your booking confirmation: {{Event_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your booking confirmation: {{Event_name}}
DBS AMEX|2748377|DBS AMEX||Your booking confirmation: {{Event_name}}
Dillards|2748377|Dillards||Your booking confirmation: {{Event_name}}
Discover|2748377|Discover||Your booking confirmation: {{Event_name}}
DNB|2748377|DNB||Your booking confirmation: {{Event_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Your booking confirmation: {{Event_name}}
Ginza Six Card|2748377|Ginza Six Card||Your booking confirmation: {{Event_name}}
HSBC|2748377|HSBC||Your booking confirmation: {{Event_name}}
HSBC Infinite|2748377|HSBC Infinite||Your booking confirmation: {{Event_name}}
Luxury Card|2748377|Luxury Card||Your booking confirmation: {{Event_name}}
Manulife|2748377|Manulife||Your booking confirmation: {{Event_name}}
Mastercard|2748377|Mastercard|347, 345, 344, 342|Your booking confirmation: {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||Your booking confirmation: {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||Your booking confirmation: {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||Your booking confirmation: {{Event_name}}
MTLS Itau|2748377|MTLS Itau||Your booking confirmation: {{Event_name}}
MTLS NEO|2748377|MTLS NEO||Your booking confirmation: {{Event_name}}
MTLS SNB|2748377|MTLS SNB||Your booking confirmation: {{Event_name}}
Natwest Black|2748377|Natwest Black||Your booking confirmation: {{Event_name}}
Navy Federal Union|2748377|Navy Federal Union||Your booking confirmation: {{Event_name}}
Nomura|2748377|Nomura||Your booking confirmation: {{Event_name}}
OCBC|2748377|OCBC|249|Ticket Booking Confirmation
OCBC|2748377|OCBC|273, 274|Your booking confirmation: {{Event_name}}
Qorbis|2748377|Qorbis||Your booking confirmation: {{Event_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your booking confirmation: {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your booking confirmation: {{Event_name}}
Santander Private Banking|2748377|Santander Private Banking||Your booking confirmation: {{Event_name}}
Scotia|2748377|Scotia||Your booking confirmation: {{Event_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|423, 425|Your booking confirmation: {{Event_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|422, 421|Your booking confirmation: {{Event_name}}
SJP|2748377|SJP||Your booking confirmation: {{Event_name}}
SMCC|2748377|SMCC||Your booking confirmation: {{Event_name}}
SPW|2748377|SPW||Your booking confirmation: {{Event_name}}
Standard Chartered|2748377|Standard Chartered||Your booking confirmation: {{Event_name}}
St George [WP]|2748377|St George [WP]||Your booking confirmation: {{Event_name}}
Swisscard|2748377|Swisscard||Your booking confirmation: {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion||Your booking confirmation: {{Event_name}}
Ten|2748377|Ten||Your booking confirmation: {{Event_name}}
Ten Explore|2748377|Ten Explore||Your booking confirmation: {{Event_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Your booking confirmation: {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||Your booking confirmation: {{Event_name}}
Visa LAC|2748377|Visa LAC||Your booking confirmation: {{Event_name}}
Visa Trial|2748377|Visa Trial||Your booking confirmation: {{Event_name}}
Visa US|2748377|Visa US||Your booking confirmation: {{Event_name}}
Wells Fargo|2748377|Wells Fargo||Your booking confirmation: {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your booking confirmation: {{Event_name}}
Westpac|2748377|Westpac||Your booking confirmation: {{Event_name}}
ABSA|2748377|ABSA||Online Booking Email Confirmation
Alphacard|2748377|Alphacard||Online Booking Email Confirmation
Alphacard Centurion|2748377|Alphacard Centurion||Online Booking Email Confirmation
BAC|2748377|BAC||Online Booking Email Confirmation
Banco Pichincha|2748377|Banco Pichincha||Online Booking Email Confirmation
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Online Booking Email Confirmation
Bank SA [WP]|2748377|Bank SA [WP]||Online Booking Email Confirmation
Barclaycard|2748377|Barclaycard||Online Booking Email Confirmation
Barclays|2748377|Barclays||Online Booking Email Confirmation
BCG|2748377|BCG||Online booking email confirmation
City National Bank|2748377|City National Bank||Online Booking Email Confirmation
Credit One|2748377|Credit One||Online Booking Email Confirmation
Credit Saison|2748377|Credit Saison||Online Booking Email Confirmation
Credit Saison Diamond|2748377|Credit Saison Diamond||Online Booking Email Confirmation
DBS AMEX|2748377|DBS AMEX||Online booking email confirmation
Discover|2748377|Discover||Online Booking Email Confirmation
Europe Arab Bank|2748377|Europe Arab Bank||Online booking email confirmation
Ginza Six Card|2748377|Ginza Six Card||Online booking email confirmation
HSBC|2748377|HSBC||Online Booking Email Confirmation
HSBC Infinite|2748377|HSBC Infinite||Online Booking Email Confirmation
Luxury Card|2748377|Luxury Card||Online booking email confirmation
Manulife|2748377|Manulife||Online booking email confirmation
Mastercard|2748377|Mastercard||Online Booking Email Confirmation
Mastercard Citi|2748377|Mastercard Citi||Online Booking Email Confirmation
Morgan Stanley|2748377|Morgan Stanley||Online Booking Email Confirmation
MTLS Itau|2748377|MTLS Itau||Online Booking Email Confirmation
MTLS NEO|2748377|MTLS NEO||Online booking email confirmation
MTLS SNB|2748377|MTLS SNB||Online Booking Email Confirmation
Natwest Black|2748377|Natwest Black||Online booking email confirmation
Navy Federal Union|2748377|Navy Federal Union||Online Booking Email Confirmation
Nomura|2748377|Nomura||Online Booking Email Confirmation
OCBC|2748377|OCBC||Online Booking Email Confirmation
Qorbis|2748377|Qorbis||Online Booking Email Confirmation
Royal Bank of Canada|2748377|Royal Bank of Canada||Online Booking Email Confirmation
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Online booking email confirmation
Santander Private Banking|2748377|Santander Private Banking||Online booking email confirmation
Scotia|2748377|Scotia||Online Booking Email Confirmation
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®||Online Booking Email Confirmation
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express||Online Booking Email Confirmation
SJP|2748377|SJP||Online Booking Email Confirmation
SMCC|2748377|SMCC||Online booking email confirmation
SPW|2748377|SPW||Online Booking Email Confirmation
Standard Chartered|2748377|Standard Chartered||Online Booking Email Confirmation
St George [WP]|2748377|St George [WP]||Online Booking Email Confirmation
Ten|2748377|Ten||Online booking email confirmation
Ten Explore|2748377|Ten Explore||Online booking email confirmation
The Bank of East Asia|2748377|The Bank of East Asia||Online Booking Email Confirmation
Visa CEMEA|2748377|Visa CEMEA||Online Booking Email Confirmation
Visa LAC|2748377|Visa LAC||Online Booking Email Confirmation
Visa Trial|2748377|Visa Trial||Online Booking Email Confirmation
Visa US|2748377|Visa US||Online booking email confirmation
Wells Fargo|2748377|Wells Fargo||Online Booking Email Confirmation
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Online Booking Email Confirmation
Westpac|2748377|Westpac||Online Booking Email Confirmation
ABSA|2748377|ABSA||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Alphacard|2748377|Alphacard||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Alphacard Centurion|2748377|Alphacard Centurion||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
BAC|2748377|BAC||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Banco Pichincha|2748377|Banco Pichincha||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Bank SA [WP]|2748377|Bank SA [WP]||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Barclaycard|2748377|Barclaycard||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Barclays|2748377|Barclays||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Coutts|2748377|Coutts||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Credit One|2748377|Credit One||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Credit Saison|2748377|Credit Saison||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
DBS AMEX|2748377|DBS AMEX||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Discover|2748377|Discover||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
DNB|2748377|DNB||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Europe Arab Bank|2748377|Europe Arab Bank||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Ginza Six Card|2748377|Ginza Six Card||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
HSBC|2748377|HSBC||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
HSBC Infinite|2748377|HSBC Infinite||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Luxury Card|2748377|Luxury Card||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Manulife|2748377|Manulife||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Mastercard|2748377|Mastercard||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Mastercard Citi|2748377|Mastercard Citi||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Mastercard RAK|2748377|Mastercard RAK||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Morgan Stanley|2748377|Morgan Stanley||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
MTLS Itau|2748377|MTLS Itau||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
MTLS NEO|2748377|MTLS NEO||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
MTLS SNB|2748377|MTLS SNB||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Natwest Black|2748377|Natwest Black||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Navy Federal Union|2748377|Navy Federal Union||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Nomura|2748377|Nomura||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
